,FIPS,pop,Property Values,Kirwan Opportunity Index,total_reviews,mean_rating,avg_sent,business_ct,med_income,crime_ct,log_reviews,log_business_ct,log_pop,log_crimes
43,268400,,80200.0,-0.574694,15743,4.183146067415731,0.3078214275010053,89,50270,2.0,9.664151101014628,4.48863636973214,,0.6931471805599453
44,262800,,85300.0,0.049238,5250,4.098305084745763,0.2883336266302962,59,48414,,8.565983355585669,4.07753744390572,,
45,267600,,129500.0,0.259375,831,4.277777777777778,0.33593712074506915,18,51181,,6.7226297948554485,2.8903717578961645,,
52,251700,,114900.0,0.075492,8730,4.413793103448276,0.39017728984958605,58,51544,,9.074520648833648,4.060443010546419,,
53,535200,2019.0,50900.0,-1.067575,1953,4.04375,0.22983939477069748,16,50459,92.0,7.577121930876679,2.772588722239781,7.610357618312838,4.5217885770490405
55,263500,,73300.0,-0.115019,6872,4.129411764705882,0.29575577746495535,51,48833,,8.835210463664092,3.9318256327243257,,
56,258900,,84600.0,-0.357922,12937,4.068333333333333,0.2824574937226446,60,50500,8.0,9.467846701917901,4.0943445622221,,2.0794415416798357
59,262500,,107600.0,0.028433,4287,4.1068181818181815,0.24436352895113764,44,48657,,8.363342466597977,3.784189633918261,,
60,256600,,71000.0,-0.385014,7793,4.003174603174603,0.2732600232913767,63,49339,,8.96098117384356,4.143134726391533,,
61,184400,,169700.0,0.560643,23060,4.305555555555555,0.36875712971927627,108,56435,,10.04585479382305,4.68213122712422,,
65,540200,3183.0,55000.0,-0.625082,2244,4.252,0.2559161660174313,25,49705,91.0,7.716015266642587,3.2188758248682006,8.065579427282092,4.51085950651685
67,583001,,,,5740,4.1680851063829785,0.31103097740867824,47,48210,,8.655214489313613,3.8501476017100584,,
68,161600,,158800.0,0.155284,16871,3.9634328358208957,0.2669000624205152,134,51021,,9.733351450605975,4.897839799950911,,
69,262200,,131600.0,0.283646,1222,4.269230769230769,0.27040748632810757,13,49190,,7.108244139731541,2.5649493574615367,,
72,181600,,97200.0,-0.316374,5159,4.361016949152543,0.36800854460448895,59,49182,,8.54849804124465,4.07753744390572,,
74,181500,,108100.0,0.07317,4389,4.359375,0.3859075414565897,32,52037,,8.386856689688234,3.4657359027997265,,
76,539300,3793.0,107300.0,-0.100797,4937,4.2,0.24438055803887954,19,49312,57.0,8.504513138258863,2.9444389791664403,8.2409125416889,4.04305126783455
77,522500,1442.0,47100.0,-1.306866,15645,4.263999999999999,0.27914643446042114,50,49711,94.0,9.657906656102982,3.912023005428146,7.273786317844895,4.543294782270004
80,545200,2641.0,63900.0,-0.902017,2633,4.163157894736842,0.23277984239904273,19,49499,62.0,7.87587915949631,2.9444389791664403,7.878912912297133,4.127134385045092
86,268300,,71600.0,-0.522847,4692,4.135555555555555,0.24985999412596768,45,50898,7.0,8.453614209773367,3.8066624897703196,,1.9459101490553132
87,263400,,102900.0,0.089341,7134,4.104166666666667,0.2779847595022867,48,49522,,8.872627365918836,3.871201010907891,,
90,524101,,,,2165,4.2875,0.23513888035457894,24,48470,48.0,7.68017564043659,3.1780538303479458,,3.871201010907891
91,581101,,,,8252,3.9344827586206894,0.2670357326811224,58,48137,,9.018210874191142,4.060443010546419,,
94,175200,,84600.0,-0.211555,7746,4.201492537313433,0.28985107820746253,67,48440,,8.954931860074698,4.204692619390966,,
95,175300,,75800.0,-0.342741,4237,4.35,0.36222511738863494,36,49521,,8.351610750626559,3.58351893845611,,
99,576001,,,,3223,4.3500000000000005,0.2544127407782792,12,47116,,8.078067881815437,2.4849066497880004,,
101,161500,,137200.0,0.073262,7375,4.2326530612244895,0.3203518595938613,49,50530,,8.905851181208021,3.8918202981106265,,
103,175000,,78200.0,-0.410789,8372,4.301666666666667,0.32429283802819664,60,50503,,9.03264808356589,4.0943445622221,,
108,160800,,187900.0,0.272901,16583,4.064285714285714,0.27638270284226246,56,48729,,9.716133353214099,4.02535169073515,,
109,262300,,132700.0,0.003405,8900,3.994736842105263,0.22908911390119996,38,49156,,9.093806555720231,3.6375861597263857,,
114,161800,,140500.0,0.018378,13836,4.178481012658228,0.3033060024177084,79,48111,,9.53502917005706,4.3694478524670215,,
116,536800,1667.0,65800.0,-0.498933,1846,4.113333333333333,0.17092396031333956,15,49919,41.0,7.520776415062797,2.70805020110221,7.418780882750794,3.713572066704308
117,162500,,94900.0,-0.348015,3761,4.256410256410256,0.26641904768268776,39,49587,,8.232440158470336,3.6635616461296463,,
118,171600,,72400.0,-0.659598,8765,4.231578947368421,0.335700805852672,57,50919,,9.078521797355334,4.04305126783455,,
121,256500,,120300.0,0.072378,279,4.4363636363636365,0.3948567126096346,11,51804,,5.631211781821365,2.3978952727983707,,
122,505100,2888.0,75500.0,-0.939912,11745,4.161403508771929,0.25584594785636783,57,49323,98.0,9.371182897093012,4.04305126783455,7.968319500012717,4.584967478670572
123,258200,,93500.0,-0.353707,9890,4.218367346938775,0.33828785230844505,49,51678,,9.199279424616758,3.8918202981106265,,
124,258400,,83900.0,-0.20292,10798,4.0964912280701755,0.28691711403938647,57,49128,,9.287116210778231,4.04305126783455,,
129,256300,,109800.0,-0.338572,9613,3.9594594594594597,0.2043871158126709,37,50419,,9.170871628065816,3.6109179126442243,,
132,258300,,88300.0,-0.217621,3591,4.214705882352941,0.29134938690035145,34,49463,,8.186185994226083,3.5263605246161616,,
136,981700,0.0,,,163,3.6166666666666667,0.10828243990743991,6,60468,1.0,5.093750200806762,1.791759469228055,-inf,0.0
137,162100,,121400.0,-0.22177,8741,3.9431372549019605,0.26816077344628236,51,49523,,9.075779878580487,3.9318256327243257,,
138,171400,,117200.0,-0.049392,7568,3.959574468085106,0.23138141359480716,47,48716,,8.931684110731714,3.8501476017100584,,
139,268100,,88300.0,-0.232981,15653,4.072151898734177,0.28857328853393405,79,47951,,9.658417870888224,4.3694478524670215,,
143,184500,,237600.0,0.532912,46543,4.339784946236559,0.3850278945785109,186,62480,,10.748131895457767,5.225746673713202,,
144,540500,3466.0,77800.0,-0.419506,2525,4.029032258064516,0.20502496328864056,31,49765,50.0,7.83399634170946,3.4339872044851463,8.150756470275551,3.912023005428146
148,572100,7106.0,116000.0,0.011082,16898,4.146428571428571,0.31692287456215484,84,49629,,9.73495055071279,4.430816798843313,8.868694776580972,
150,173600,,87300.0,-0.115316,4001,4.318181818181818,0.33216385436776985,33,51808,10.0,8.294299608857235,3.4965075614664802,,2.302585092994046
153,183900,,155000.0,0.547853,848,3.866666666666667,0.33770104399312256,6,64893,,6.742880635791903,1.791759469228055,,
155,982500,0.0,,,459,3.9,0.247701085935323,11,54009,,6.129050210060545,2.3978952727983707,-inf,
157,172500,,90000.0,-0.697962,9200,4.02093023255814,0.24749256837340816,43,50052,,9.126958763037132,3.7612001156935624,,
160,256000,,103600.0,-0.071352,2283,4.195,0.23561494343826794,20,49180,,7.733245646529795,2.995732273553991,,
161,261800,,129100.0,0.255156,2763,4.0375,0.2681178614162416,16,51286,,7.924072324923417,2.772588722239781,,
171,262700,,119900.0,0.105935,8478,3.8766666666666665,0.2246739339832173,30,50990,,9.045229851912582,3.4011973816621555,,
172,162200,,102000.0,-0.511381,5916,4.146938775510204,0.27356954182738313,49,49903,,8.68541582383069,3.8918202981106265,,
176,171500,,117100.0,-0.230208,14410,4.101388888888889,0.2809021741734845,72,47995,,9.575677688993569,4.276666119016055,,
177,184000,,212900.0,0.740455,1708,4.488888888888889,0.42233009906733243,18,61615,,7.443078374348516,2.8903717578961645,,
186,983902,,,,1373,3.973076923076923,0.22796370798787255,26,48137,,7.224753405767971,3.258096538021482,,
188,161400,,174200.0,0.111039,5976,4.165116279069768,0.29956375609122515,43,50433,,8.695506726812653,3.7612001156935624,,
189,584501,,,,14580,4.153333333333333,0.2673459509858459,45,48137,,9.587406005562649,3.8066624897703196,,
190,173400,,128000.0,0.105259,25387,4.382352941176471,0.3715165569877544,119,52355,,10.141992510963037,4.77912349311153,,
191,262400,,128400.0,-0.155002,4694,4.1875,0.27081882657724515,32,49497,,8.454040376410969,3.4657359027997265,,
192,553100,1295.0,70700.0,-0.851005,1581,4.292307692307692,0.2849847135315359,13,49228,,7.365812837209472,2.5649493574615367,7.166265974133638,
195,256200,,82700.0,-0.171592,3168,4.316,0.32974922194783174,25,50426,,8.060855752934316,3.2188758248682006,,
196,575401,,,,3793,4.469444444444445,0.39657125281651645,36,54739,,8.2409125416889,3.58351893845611,,
205,535600,3727.0,94900.0,-0.310827,1266,4.325,0.2591400596299313,12,50099,37.0,7.143617602704121,2.4849066497880004,8.223358899479258,3.6109179126442243
206,162400,,119200.0,0.200063,7688,4.2219999999999995,0.2746865438090389,50,51567,,8.947415950650129,3.912023005428146,,
211,258800,,105200.0,0.11766,4876,4.139024390243902,0.28625105428876085,41,52128,7.0,8.492080490601163,3.713572066704308,,1.9459101490553132
214,507000,2720.0,68500.0,-1.095517,1894,4.33125,0.22485388438506002,16,49994,64.0,7.546446273746024,2.772588722239781,7.908387159290043,4.1588830833596715
217,173100,,97300.0,-0.370169,17632,4.337735849056604,0.3410619587136603,53,51184,,9.777470711952642,3.970291913552122,,
218,263800,,66800.0,-0.537826,7080,4.163461538461538,0.2814274879719442,52,50579,5.0,8.865029186687766,3.9512437185814275,,1.6094379124341003
220,162300,,132000.0,0.189946,3253,4.241666666666666,0.28800400300806733,36,53844,1.0,8.087332926473351,3.58351893845611,,0.0
226,161700,,145900.0,0.251559,3188,4.111764705882353,0.3291323474961544,34,53465,,8.067149039910106,3.5263605246161616,,
228,546201,,,,409,3.888888888888889,0.261349248895699,9,52351,27.0,6.013715156042802,2.1972245773362196,,3.295836866004329
230,184300,,146800.0,0.574853,2080,4.405882352941177,0.34896337926353227,17,56420,,7.640123172695364,2.833213344056216,,
231,252100,,101400.0,0.177209,2745,4.473333333333333,0.4120524384423521,15,51722,,7.917536353943631,2.70805020110221,,
233,172400,,0.0,-0.086678,3876,4.1571428571428575,0.268921944271494,28,49438,,8.262558973010657,3.332204510175204,,
236,516900,2111.0,63800.0,-0.65278,855,4.279999999999999,0.22904146588614055,10,50002,42.0,6.75110146893676,2.302585092994046,7.65491704784832,3.7376696182833684
243,530100,2336.0,53400.0,-0.975777,331,4.36,0.21243270736779563,10,50841,43.0,5.802118375377063,2.302585092994046,7.756195343948118,3.7612001156935624
247,161100,,163600.0,-0.133353,6169,4.050980392156863,0.3006354178662008,51,48967,,8.72729202920964,3.9318256327243257,,
248,263700,,84400.0,-0.56146,12637,4.10943396226415,0.25725086092815996,53,50977,9.0,9.444384297758681,3.970291913552122,,2.1972245773362196
249,983600,9.0,,,1835,4.062962962962963,0.18001941068184849,27,50811,1.0,7.51479976048867,3.295836866004329,2.1972245773362196,0.0
251,574203,,,,2517,3.8444444444444446,0.26699587627406035,18,47895,,7.830822995135316,2.8903717578961645,,
253,983800,0.0,,,18135,4.445945945945946,0.20882633803842246,37,49488,,9.805599051717003,3.6109179126442243,-inf,
256,258700,,86300.0,-0.239274,2694,4.43448275862069,0.35810811634900486,29,50159,,7.898782356970309,3.367295829986474,,
257,545700,2925.0,73900.0,-0.752856,10133,3.893333333333333,0.2044498867423115,15,50000,51.0,9.223552703448318,2.70805020110221,7.981049759665957,3.9318256327243257
258,261900,,127700.0,0.082013,8604,4.014814814814815,0.28302042353493984,27,48869,,9.05998249038762,3.295836866004329,,
259,171300,,115000.0,-0.040366,5748,3.7911764705882356,0.20780428035123297,34,48905,,8.656607247198915,3.5263605246161616,,
262,985200,3.0,0.0,-0.322127,5672,3.8857142857142852,0.14379251141446994,21,49752,21.0,8.643297068211963,3.044522437723423,1.0986122886681098,3.044522437723423
263,501300,3078.0,67700.0,-0.96067,622,4.146153846153846,0.2052312294665149,13,50289,75.0,6.432940092739179,2.5649493574615367,8.032035314398824,4.31748811353631
264,187000,,254000.0,0.64852,1813,4.5375000000000005,0.36886087416549024,24,55569,,7.502738210754851,3.1780538303479458,,
266,181300,,112700.0,-0.054149,5872,4.193181818181818,0.33221746540018215,44,49900,,8.677950570294351,3.784189633918261,,
269,255900,,81100.0,-0.331427,4725,4.484210526315789,0.3761528982505851,19,48692,,8.460622839927844,2.9444389791664403,,
272,170300,,147200.0,0.701467,3185,4.451612903225806,0.38854165539366037,31,61615,,8.066207568006265,3.4339872044851463,,
273,251800,,122200.0,0.086935,8337,4.295121951219512,0.31205423567360696,41,49520,,9.028458718410613,3.713572066704308,,
274,258600,,92300.0,-0.438627,10477,4.23,0.28555067906075576,60,50175,5.0,9.256937657352966,4.0943445622221,,1.6094379124341003
275,251300,,123600.0,0.320463,1074,4.458333333333333,0.37293271480849194,12,34839,,6.97914527506881,2.4849066497880004,,
276,983700,0.0,,,1989,3.7458333333333336,0.15073309697624945,24,50582,,7.5953872788539725,3.1780538303479458,-inf,
278,264200,,68800.0,-0.490866,3908,4.139130434782609,0.2591656860267625,23,50844,23.0,8.270781013162674,3.1354942159291497,,3.1354942159291497
283,173200,,188600.0,0.33475,19249,4.362,0.38657465728243134,100,53132,,9.865214390314636,4.605170185988092,,
284,173300,,117800.0,0.305521,5049,4.316666666666666,0.3056305538906479,6,49272,,8.526945482858915,1.791759469228055,,
288,188100,,273500.0,1.05926,518,4.0625,0.26541123505717257,8,75517,,6.249975242259483,2.0794415416798357,,
289,161000,,163200.0,-0.026352,10005,4.002777777777777,0.2589467536653187,36,48851,,9.210840247017833,3.58351893845611,,
290,181400,,113400.0,0.095025,4537,4.408571428571429,0.4004248920966491,35,52615,,8.420021279663963,3.5553480614894135,,
293,524500,83.0,61100.0,-1.062642,4327,4.025,0.23824109706220348,28,50504,7.0,8.372629740224884,3.332204510175204,4.418840607796598,1.9459101490553132
296,986600,0.0,,,56,3.5,0.18733830409356725,2,60239,,4.02535169073515,0.6931471805599453,-inf,
298,519300,1208.0,,,1546,4.184210526315789,0.24332778904788077,19,51905,36.0,7.343426229147367,2.9444389791664403,7.0967213784947605,3.58351893845611
299,251900,,106000.0,0.238674,8887,4.343076923076923,0.36506339310828717,65,53572,,9.092344813738475,4.174387269895637,,
304,161200,,150500.0,0.325168,2879,4.366666666666666,0.31990006049585357,18,36644,,7.965198290612176,2.8903717578961645,,
305,530800,1394.0,52100.0,-1.466387,3662,4.111111111111111,0.2337741355674263,27,49586,48.0,8.205764725234456,3.295836866004329,7.2399325913204695,3.871201010907891
306,579501,,,,1451,4.411764705882353,0.2742957145798283,17,47116,,7.280008252884188,2.833213344056216,,
311,184100,,188100.0,0.391176,13253,4.487755102040817,0.4016228838365803,49,57113,,9.491979220880678,3.8918202981106265,,
313,262900,,83100.0,-0.186162,3085,4.142424242424242,0.265328290282034,33,49435,,8.034306936339489,3.4965075614664802,,
314,258000,,97300.0,0.011007,7089,4.171794871794871,0.2840786637911572,39,48497,,8.866299565855018,3.6635616461296463,,
318,982400,99.0,,,20166,4.0864864864864865,0.20645089297882568,74,50582,,9.91175329695316,4.30406509320417,4.59511985013459,
321,258500,,118700.0,0.053887,1595,4.124,0.29155949192876857,25,49038,,7.374629015218945,3.2188758248682006,,
322,531100,946.0,89800.0,-1.128829,1093,4.461538461538462,0.2720683951589733,13,46689,22.0,6.996681488176539,2.5649493574615367,6.852242569051878,3.091042453358316
325,583101,,,,2290,4.3315789473684205,0.2924261963712905,19,47189,,7.736307096548285,2.9444389791664403,,
327,262600,,124900.0,-0.062329,16790,4.081818181818182,0.27305935150514127,55,48086,,9.728538750071586,4.007333185232471,,
329,543200,3008.0,81500.0,-0.346717,10498,4.182857142857143,0.26527607101541084,35,49183,72.0,9.258940041812245,3.5553480614894135,8.00903068506973,4.276666119016055
330,540700,3193.0,61700.0,-0.483171,1957,4.126666666666667,0.23599225170141716,15,50049,68.0,7.579167967396076,2.70805020110221,8.068716192714781,4.219507705176107
332,515700,4618.0,78300.0,-0.38765,1533,4.050000000000001,0.21055537936779922,18,51267,7.0,7.334981878871814,2.8903717578961645,8.43771698991444,1.9459101490553132
333,162000,,161200.0,0.455343,10802,4.267741935483872,0.3791276087457475,62,62480,,9.287486581152837,4.127134385045092,,
335,188001,,,,632,4.53125,0.4964932459859833,16,55889,,6.448889394146858,2.772588722239781,,
336,552801,,,,9454,4.2309090909090905,0.2147037311493924,55,46975,,9.154193211353181,4.007333185232471,,
343,537600,3365.0,75400.0,-0.552991,2160,3.9952380952380957,0.17123328864186485,21,49511,59.0,7.67786350067821,3.044522437723423,8.121183242078828,4.07753744390572
346,513700,2982.0,76600.0,-0.923949,8283,4.242222222222223,0.2825529249932021,45,48787,47.0,9.021960500598263,3.8066624897703196,8.000349495324684,3.8501476017100584
350,540400,2632.0,95600.0,-0.517123,6066,4.141379310344828,0.1999766116868205,29,49380,55.0,8.710454688248527,3.367295829986474,7.875499292445208,4.007333185232471
351,983901,,,,2317,3.9499999999999997,0.19985563581864094,14,48137,,7.748028524432376,2.6390573296152584,,
355,170400,,154100.0,0.688499,8241,4.3,0.34735189816714956,26,60267,,9.016876974763383,3.258096538021482,,
360,573501,,,,12545,4.161764705882353,0.2546060498035784,68,48366,3.0,9.437077458800523,4.219507705176107,,1.0986122886681098
361,514300,2163.0,33100.0,-1.147191,3346,4.125925925925926,0.24679729627252162,27,49936,51.0,8.11552088154677,3.295836866004329,7.679251425953058,3.9318256327243257
363,981902,,,,52161,4.15,0.2608027074737979,102,48137,,10.862090368195899,4.624972813284271,,
364,553601,,,,2204,3.9578947368421056,0.21147627187389484,19,47996,,7.698029170272805,2.9444389791664403,,
370,251500,,125200.0,0.400755,5339,4.242857142857143,0.3343051969760396,35,57826,,8.582793648500186,3.5553480614894135,,
372,255800,,95300.0,-0.146908,6727,4.327777777777778,0.30260236844113275,18,49517,,8.813884558025606,2.8903717578961645,,
373,256700,,103100.0,-0.079988,3381,4.343478260869565,0.37579127763308795,23,52638,,8.125926802707886,3.1354942159291497,,
385,531501,,,,788,3.95,0.19230233336198752,8,51132,32.0,6.669498089857879,2.0794415416798357,,3.4657359027997265
386,530300,1341.0,73300.0,-1.259262,3713,4.251612903225807,0.22165869998316332,31,49523,59.0,8.21959545417708,3.4339872044851463,7.201170883281678,4.07753744390572
390,546301,,,,834,4.111111111111111,0.25157415250521226,9,48924,25.0,6.726233402358747,2.1972245773362196,,3.2188758248682006
392,513900,1556.0,48000.0,-1.199247,107,4.225,0.2424614055470673,4,50745,31.0,4.672828834461906,1.3862943611198906,7.349873704738337,3.4339872044851463
395,531700,1645.0,51800.0,-1.463124,2067,4.05,0.24105260068750461,16,51149,91.0,7.633853559681768,2.772588722239781,7.405495663199472,4.51085950651685
400,573702,,,,10840,4.191525423728813,0.32167708966047415,59,47417,,9.290998274993637,4.07753744390572,,
405,171100,,125800.0,0.102692,162,4.300000000000001,0.3416474109014675,4,55860,,5.087596335232384,1.3862943611198906,,
408,985800,0.0,,,2289,4.257142857142857,0.21988692556113795,7,57438,28.0,7.735870319952567,1.9459101490553132,-inf,3.332204510175204
412,573701,,,,3619,4.2125,0.2834843047155697,8,49352,,8.193953023563742,2.0794415416798357,,
413,251400,,124200.0,0.254447,1361,3.935294117647059,0.30301801451388605,17,52119,,7.215975002651466,2.833213344056216,,
414,581800,2665.0,101000.0,0.104189,2291,4.529999999999999,0.3973338826801037,20,50065,,7.736743682453495,2.995732273553991,7.887959336599945,
417,533300,1196.0,49100.0,-0.761447,209,4.35,0.2631814164086687,4,52162,34.0,5.342334251964811,1.3862943611198906,7.086737934510577,3.5263605246161616
420,161300,,111300.0,0.135679,1034,4.128571428571428,0.20911600785870338,14,50684,,6.9411900550683745,2.6390573296152584,,
424,160300,,140800.0,-0.26377,5197,3.92,0.31609690502145066,30,51652,,8.555836815008442,3.4011973816621555,,
425,985500,0.0,0.0,-0.518952,16564,4.396551724137931,0.23925713303955518,29,49965,,9.714986944665458,3.367295829986474,-inf,
429,536400,2145.0,53600.0,-0.914804,1669,4.1173913043478265,0.21124066888455142,23,50297,67.0,7.419979923661835,3.1354942159291497,7.6708948313621175,4.204692619390966
432,251200,,154500.0,0.064218,360,4.316666666666666,0.36853669386169385,6,53239,,5.886104031450156,1.791759469228055,,
437,522400,924.0,55200.0,-1.17068,6235,4.216666666666667,0.24970158373031312,18,49600,71.0,8.737933858114136,2.8903717578961645,6.828712071641684,4.2626798770413155
446,170200,,153700.0,0.510241,759,4.2,0.40253344186113976,12,62530,,6.63200177739563,2.4849066497880004,,
448,984200,0.0,,,5012,3.71,0.14840787702471359,10,50811,4.0,8.51959031601596,2.302585092994046,-inf,1.3862943611198906
449,263200,,72600.0,-0.460844,6220,4.031818181818182,0.2817709065697225,44,49821,,8.735525185733225,3.784189633918261,,
454,262100,,89000.0,-0.158462,2574,3.845833333333333,0.21812256283355255,24,50066,,7.853216388156072,3.1780538303479458,,
455,173500,,117400.0,0.124578,14053,4.226153846153846,0.3212401600663408,65,52286,,9.550591175100745,4.174387269895637,,
456,184600,,160500.0,0.480721,3260,4.375,0.3282240059354587,24,56963,,8.089482474360754,3.1780538303479458,,
458,987000,7.0,,,1113,3.814285714285714,0.10825016786699429,14,50582,,7.014814351275545,2.6390573296152584,1.9459101490553132,
465,171200,,97600.0,-0.014722,2414,4.308695652173912,0.33266908672081685,23,50064,,7.789040401657477,3.1354942159291497,,
467,985700,0.0,0.0,-0.120155,3299,4.036842105263158,0.10932202734128156,19,48582,,8.101374671228582,2.9444389791664403,-inf,
470,526500,1796.0,51900.0,-1.363708,1624,4.0285714285714285,0.2664387567437259,14,51284,26.0,7.392647520721623,2.6390573296152584,7.493317248862145,3.258096538021482
471,250900,,129600.0,0.414369,401,3.9,0.13303161843711844,3,65763,,5.993961427306569,1.0986122886681098,,
474,507100,2266.0,55600.0,-0.952593,850,4.05,0.24457203562988275,12,49783,46.0,6.745236349484363,2.4849066497880004,7.725771441587952,3.828641396489095
475,555401,,,,6702,4.096296296296296,0.27451702104234205,27,48068,,8.810161268297255,3.295836866004329,,
478,982700,11.0,,,8275,3.873076923076923,0.23881120604667488,26,50582,,9.020994200245264,3.258096538021482,2.3978952727983707,
479,251600,,125500.0,0.224167,1728,4.326666666666667,0.36317394764810546,15,53495,,7.454719949364001,2.70805020110221,,
482,982200,9.0,0.0,-1.034979,1904,4.007142857142857,0.1762521033377227,14,48809,5.0,7.55171221535131,2.6390573296152584,2.1972245773362196,1.6094379124341003
483,523400,2196.0,63600.0,-1.220566,9267,4.286363636363636,0.2333964438583029,22,50798,21.0,9.134214981586691,3.091042453358316,7.694392802629421,3.044522437723423
487,981800,0.0,,,86,4.25,0.09851211622807017,2,60239,,4.454347296253507,0.6931471805599453,-inf,
489,170000,,218400.0,0.784403,2513,4.4399999999999995,0.43520696948619025,20,66108,,7.829232537543592,2.995732273553991,,
494,160900,,125700.0,-0.080768,13062,3.920833333333333,0.22134599843747416,24,50023,,9.477462530462603,3.1780538303479458,,
496,252000,,125100.0,-0.035304,640,4.616666666666666,0.4726837386691836,6,51616,,6.461468176353717,1.791759469228055,,
502,531600,1644.0,64000.0,-0.968224,2865,4.031578947368421,0.20138293011694725,19,50520,56.0,7.9603236291488395,2.9444389791664403,7.404887575616125,4.02535169073515
506,543500,1210.0,73100.0,-1.665733,167,4.4399999999999995,0.2716190384429634,5,52984,38.0,5.117993812416755,1.6094379124341003,7.098375638590786,3.6375861597263857
510,184700,,137500.0,0.349398,606,4.65,0.4154729682064167,2,61042,,6.406879986069314,0.6931471805599453,,
513,985900,0.0,0.0,-0.832,179,3.66,0.10266733744033744,5,51259,8.0,5.187385805840755,1.6094379124341003,-inf,2.0794415416798357
516,531502,,,,1021,4.0600000000000005,0.11664952788624505,5,55215,27.0,6.928537818164665,1.6094379124341003,,3.295836866004329
522,160400,,184000.0,-0.034555,1067,3.75,0.33800239526162773,6,55188,,6.9726062513017535,1.791759469228055,,
524,983903,,,,21900,3.847826086956522,0.2008941020243313,23,48137,,9.994241915804592,3.1354942159291497,,
526,524800,2586.0,58200.0,-0.787624,830,4.14,0.2963389519062953,10,49591,36.0,6.721425700790643,2.302585092994046,7.857867559331803,3.58351893845611
527,985000,19.0,0.0,-1.115931,886,3.44,0.12978975130565007,5,50992,11.0,6.786716950605081,1.6094379124341003,2.9444389791664403,2.3978952727983707
530,256800,,101300.0,0.122458,159,3.9,0.14848993710691824,1,52997,,5.0689042022202315,0.0,,
532,533000,1426.0,89800.0,-1.021324,200,3.8600000000000003,0.27435126052297204,5,53064,51.0,5.298317366548036,1.6094379124341003,7.262628600974241,3.9318256327243257
536,981100,,,,11646,4.4,0.22953609941436218,14,47043,,9.362718052397065,2.6390573296152584,,
538,985600,0.0,0.0,-0.230769,566,3.814285714285714,0.1597870963773069,7,53292,,6.338594078203183,1.9459101490553132,-inf,
545,580200,2818.0,104200.0,0.250013,138,3.8,0.19870690254293705,5,51367,,4.927253685157205,1.6094379124341003,7.943782692458625,
547,256400,,97500.0,-0.178132,316,4.5,0.3187550843253968,2,51199,,5.755742213586912,0.6931471805599453,,
